ID        CUDA   N  Model     PCIE  cpu_ghz  vCPUs    RAM  Disk  $/hr    DLP    DLP/$   score  NV Driver   Net_up   Net_down  R      Max_Days  mach_id  status    host_id  ports  country                 
27180335  12.4  1x  RTX_4090  12.3  2.0      21.3    43.0  396   0.3614  96.9   268.00  261.5  550.76      2854.7   4752.9    98.6   163.1     26631    verified  207316   99     Norway,_NO              
26420154  12.8  1x  RTX_4090  20.6  2.9      16.0    96.7  611   0.3747  125.4  334.73  233.9  570.172.08  109.4    190.2     99.6   116.4     39012    verified  135676   124    ,_CN                    
27802807  12.8  1x  RTX_4090  21.2  2.9      16.0    96.7  640   0.3747  119.2  317.99  229.4  570.86.15   65.6     187.8     99.7   116.5     36475    verified  124072   124    ,_CN                    
26396236  12.4  1x  RTX_4090  20.7  3.7      32.0    64.5  756   0.3747  96.7   258.09  310.6  550.120     6225.5   6303.4    99.7   40.7      44201    verified  94202    24     Massachusetts,_US       
13351893  12.6  1x  RTX_4090  24.5  3.8      24.0   128.8  1491  0.3749  98.4   262.38  274.3  560.35.03   5963.7   6208.8    99.9   54.7      17176    verified  79986    249    Texas,_US               
18944001  12.6  1x  RTX_4090  19.5  2.2      32.0   256.5  943   0.3883  97.9   252.02  281.8  560.35.03   6474.4   6277.6    99.8   21.9      14726    verified  79986    99     Texas,_US               
28599689  13.0  1x  RTX_4090  23.6  2.9      64.0   515.6  1648  0.4009  97.5   243.30  210.4  580.95.05   855.6    850.2     99.9   11.9      10398    verified  47518    198    Norway,_NO              
8966810   12.2  1x  RTX_4090  25.0  2.8      6.4    103.1  48    0.4010  96.9   241.57  247.4  535.113.01  3355.1   3703.9    98.6   54.6      15438    verified  1647     199    Iceland,_IS             
9017304   12.2  1x  RTX_4090  25.0  2.8      6.4     51.5  746   0.4010  82.2   205.08  161.3  535.154.05  673.3    650.0     99.6   145.0     16331    verified  1647     104    Iceland,_IS             
8993627   12.8  1x  RTX_4090  25.0  2.8      6.4    103.1  24    0.4010  80.4   200.46  201.5  570.133.07  2983.2   3609.6    99.2   54.2      15493    verified  1647     199    District_of_Columbia,_US
25550187  12.4  1x  RTX_4090  12.8  2.0      25.6    51.6  232   0.4014  97.2   242.18  222.5  550.76      3130.2   4720.4    98.0   84.4      25981    verified  110667   119    Norway,_NO              
26746983  13.0  1x  RTX_4090  23.3  3.5      32.0   129.0  1104  0.4014  97.0   241.58  187.3  580.65.06   769.5    668.2     99.8   358.0     20082    verified  70142    174    Maryland,_US            
24745218  12.2  1x  RTX_4090  25.5  3.9      6.4    103.1  249   0.4014  82.3   204.94  212.3  535.154.05  3499.2   3880.9    99.1   60.5      16235    verified  1647     199    Iceland,_IS             
20998486  12.8  1x  RTX_4090  12.4  2.8      6.4    103.1  128   0.4014  83.7   208.45  212.4  570.133.07  2734.1   3524.9    99.5   54.6      38327    verified  1647     199    Iceland,_IS             
28429703  12.8  1x  RTX_4090  23.3  2.8      6.4     51.5  108   0.4014  96.9   241.40  215.5  570.195.03  747.2    791.4     99.8   176.4     11651    verified  1647     79     Iceland,_IS             
28429721  12.8  1x  RTX_4090  23.2  2.8      6.4     51.5  151   0.4014  96.9   241.43  203.4  570.195.03  731.6    715.8     99.7   176.4     11652    verified  1647     100    Iceland,_IS             
24680174  12.7  1x  RTX_4090  25.0  2.8      6.4    103.1  45    0.4014  98.2   244.75  249.5  565.77      3362.0   3808.3    99.5   58.4      15483    verified  1647     199    District_of_Columbia,_US
28421993  12.8  1x  RTX_4090  25.4  3.9      6.4    103.1  275   0.4014  98.4   245.05  207.5  570.133.07  544.3    643.5     100.0  176.2     14628    verified  1647     100    Iceland,_IS             
28492528  13.0  1x  RTX_4090  12.3  2.2      25.6    64.5  776   0.4014  97.0   241.71  221.8  580.95.05   877.1    2101.5    99.2   36.9      13097    verified  75192    99     Romania,_RO             
27277865  12.6  1x  RTX_4090  20.4  3.7      14.2    57.3  635   0.4014  98.3   244.83  276.4  560.35.05   3944.6   4227.8    99.5   173.8     31969    verified  168135   111    Bulgaria,_BG            
28326818  12.9  1x  RTX_4090  25.0  3.5      32.0   112.9  2785  0.4025  96.9   240.81  208.6  575.57.08   790.4    785.6     99.9   421.0     33405    verified  70142    99     Maryland,_US            
8936188   12.7  1x  RTX_4090  25.0  3.5      12.8   103.1  101   0.4410  83.7   189.83  211.2  565.77      3412.3   3614.2    99.6   145.0     16238    verified  1647     199    Iceland,_IS             
20536434  12.8  1x  RTX_4090  24.3  4.3      25.6   103.1  171   0.4414  98.6   223.35  230.7  570.133.07  4044.7   3981.1    98.5   54.7      37920    verified  1647     199    Iceland,_IS             
28576310  13.0  1x  RTX_4090  25.5  5.8      32.0   192.8  3176  0.4476  81.0   180.94  139.3  580.95.05   422.7    1117.4    99.7   23.4      11051    verified  53856    498    Japan,_JP               
25231551  12.8  1x  RTX_4090  25.0  3.5      12.8   103.1  329   0.4681  98.6   210.64  233.0  570.169     5006.6   6634.3    99.8   77.7      42075    verified  1647     59     Iceland,_IS             
20536452  12.8  1x  RTX_4090  24.1  4.3      25.6   103.1  269   0.4681  83.9   179.32  156.7  570.133.07  546.2    3644.8    98.6   82.7      37921    verified  1647     199    Iceland,_IS             
27204368  13.0  1x  RTX_4090  20.1  2.5      32.0    32.1  321   0.4681  97.2   207.63  267.2  580.95.05   25862.6  27952.4   99.4   137.0     45807    verified  317885   49     Texas,_US               
14143355  12.8  1x  RTX_4090  5.9   2.8      64.0   515.8  1611  0.5340  91.0   170.33  204.3  570.133.07  5113.4   7063.6    99.9   64.0      25240    verified  130210   998    Spain,_ES               
27527832  13.0  1x  RTX_4090  23.7  2.0      32.0   128.9  1169  0.5343  91.8   171.73  187.0  580.95.05   785.8    896.7     99.7   146.4     42995    verified  46431    1249   United_Kingdom,_GB      
28408552  13.0  1x  RTX_4090  23.9  2.2      32.0   128.9  705   0.5347  125.6  234.92  273.4  580.95.05   1750.4   1717.9    99.2   40.1      45083    verified  205655   249    Virginia,_US            
28425801  13.0  1x  RTX_4090  25.5  2.2      84.0    96.4  2518  0.6010  125.6  209.05  214.8  580.105.08  821.0    899.3     99.2   169.5     48260    verified  46431    999    United_Kingdom,_GB      
28500270  13.0  1x  RTX_4090  25.6  2.7      32.0   128.7  2773  0.6010  125.7  209.11  221.6  580.105.08  796.1    877.6     98.8   170.7     48272    verified  46431    999    United_Kingdom,_GB      
28222511  13.0  1x  RTX_4090  21.3  2.0      32.0   129.0  593   0.6014  123.2  204.91  306.9  580.95.05   6643.2   4029.6    99.6   152.5     45912    verified  60400    6249   Texas,_US               
